('1249', 'citrus fruit')
('4195', 'waffles')
('4819', 'ice cream')
('4819', 'rolls/buns')
('1097', 'tropical fruit')
('1097', 'soda')
('1343', 'specialty chocolate')
('1773', 'pip fruit')
('1773', 'detergent')
('1824', 'yogurt')
('2311', 'other vegetables')
('2348', 'curd cheese')
('2492', 'ham')
('2492', 'other vegetables')
('2492', 'soda')
('2492', 'nut snack')
('2492', 'canned beer')
('2875', 'whole milk')
('2875', 'soda')
('3247', 'sliced cheese')
('3247', 'zwieback')
('3452', 'other vegetables')
('3465', 'bottled water')
('3794', 'onions')
('4656', 'onions')
('4656', 'coffee')
('1170', 'chicken')
('1277', 'sausage')
('1354', 'frozen vegetables')
('1466', 'sausage')
('1902', 'chicken')
('2403', 'whipped/sour cream')
('2578', 'yogurt')
('2643', 'coffee')
('2643', 'dessert')
('2643', 'fruit/vegetable juice')
('2682', 'root vegetables')
('2682', 'herbs')
('2682', 'cream cheese ')
('2779', 'whole milk')
('2779', 'rolls/buns')
('3016', 'frankfurter')
('3016', 'long life bakery product')
('3133', 'curd cheese')
('3390', 'canned beer')
('4044', 'frankfurter')
('4120', 'chicken')
('4120', 'pip fruit')
('4246', 'sausage')
('4356', 'napkins')
('4445', 'other vegetables')
('1454', 'tropical fruit')
('1460', 'ham')
('1460', 'other vegetables')
('2210', 'specialty bar')
('2210', 'whole milk')
('2210', 'dishes')
('2381', 'UHT-milk')
('2479', 'newspapers')
('3221', 'curd')
('3221', 'bottled beer')
('3221', 'hamburger meat')
('3221', 'sweet spreads')
('3247', 'spread cheese')
('3378', 'ham')
('3378', 'canned beer')
('3499', 'yogurt')
('3499', 'napkins')
('3758', 'coffee')
('3770', 'sausage')
('3770', 'long life bakery product')
('4088', 'curd')
('4320', 'other vegetables')
('4320', 'butter')
('4418', 'ham')
('4418', 'processed cheese')
('4687', 'bottled water')
('4687', 'fruit/vegetable juice')
('1088', 'yogurt')
('1088', 'berries')
('1120', 'newspapers')
('1120', 'white bread')
('1127', 'frankfurter')
('1148', 'pork')
('1148', 'yogurt')
('1291', 'domestic eggs')
('1420', 'other vegetables')
('1435', 'pork')
('1435', 'fruit/vegetable juice')
('1535', 'shopping bags')
('1535', 'soda')
('1943', 'whole milk')
('1943', 'bottled beer')
('2370', 'root vegetables')
('2370', 'bottled beer')
('3230', 'other vegetables')
('3230', 'roll products ')
('3354', 'pastry')
('3471', 'rolls/buns')
('4031', 'root vegetables')
('4031', 'other vegetables')
('4427', 'sausage')
('4427', 'spread cheese')
('1171', 'specialty chocolate')
('1171', 'beverages')
('1363', 'bottled beer')
('1395', 'hard cheese')
('1395', 'meat')
('1395', 'beverages')
('1395', 'fruit/vegetable juice')
('2232', 'specialty chocolate')
('2232', 'whisky')
('2401', 'whole milk')
('3166', 'pip fruit')
('3166', 'waffles')
('3465', 'chicken')
('3465', 'frozen vegetables')
('3465', 'candles')
('3483', 'frozen vegetables')
('3483', 'chicken')
('4183', 'whole milk')
('4183', 'shopping bags')
('4676', 'whole milk')
('4676', 'shopping bags')
('4683', 'tropical fruit')
('4778', 'hamburger meat')
('4941', 'pickled vegetables')
('4941', 'salty snack')
('4941', 'domestic eggs')
('1197', 'chocolate')
('1335', 'frankfurter')
('1335', 'coffee')
('1404', 'ice cream')
('1404', 'canned beer')
('1404', 'semi-finished bread')
('1634', 'yogurt')
('1830', 'ham')
('1830', 'other vegetables')
('2318', 'other vegetables')
('2318', 'citrus fruit')
('2318', 'root vegetables')
('2632', 'frozen meals')
('2632', 'fruit/vegetable juice')
('3042', 'pork')
('3042', 'curd cheese')
('3410', 'whole milk')
('3581', 'whole milk')
('3581', 'tropical fruit')
('3581', 'liquor (appetizer)')
('3649', 'canned beer')
('3649', 'bottled beer')
('3768', 'pork')
('4185', 'curd')
('4354', 'beverages')
('4354', 'oil')
('4675', 'yogurt')
('4883', 'other vegetables')
('4883', 'frozen fish')
('2271', 'dog food')
('2472', 'processed cheese')
('2672', 'frozen meals')
('2672', 'sausage')
('2672', 'pastry')
('2672', 'yogurt')
('2887', 'tropical fruit')
('2887', 'whole milk')
('3073', 'nut snack')
('3101', 'cat food')
('3170', 'beef')
('3170', 'roll products ')
('3170', 'root vegetables')
('3170', 'brown bread')
('3310', 'yogurt')
('3669', 'pork')
('3669', 'white wine')
('4120', 'sausage')
('4364', 'dessert')
('4825', 'bottled water')
('4826', 'rolls/buns')
('1215', 'other vegetables')
('1215', 'semi-finished bread')
('1428', 'rolls/buns')
('1428', 'whole milk')
('1623', 'ham')
('1623', 'roll products ')
('2283', 'root vegetables')
('2283', 'shopping bags')
('2283', 'margarine')
('2366', 'frankfurter')
('2366', 'pip fruit')
('2683', 'red/blush wine')
('2716', 'sausage')
('3267', 'cat food')
('3500', 'tropical fruit')
('3535', 'beef')
('4082', 'specialty chocolate')
('4082', 'brandy')
('4542', 'whipped/sour cream')
('4547', 'chewing gum')
('4547', 'white bread')
('4820', 'citrus fruit')
('4856', 'root vegetables')
('1098', 'rolls/buns')
('1098', 'shopping bags')
('1098', 'cat food')
('1265', 'domestic eggs')
('1320', 'finished products')
('1320', 'pip fruit')
('1588', 'dishes')
('1616', 'coffee')
('1937', 'citrus fruit')
('2214', 'soda')
('2214', 'red/blush wine')
('2214', 'root vegetables')
('2235', 'citrus fruit')
('2235', 'processed cheese')
('2512', 'domestic eggs')
('2512', 'specialty chocolate')
('2512', 'canned fish')
('3224', 'bottled beer')
('3596', 'hard cheese')
('4039', 'pip fruit')
('4039', 'vinegar')
('4170', 'curd')
('1001', 'frankfurter')
('1967', 'hard cheese')
('1967', 'waffles')
('2075', 'baking powder')
('2235', 'whole milk')
('2430', 'fruit/vegetable juice')
('2430', 'sliced cheese')
('2527', 'canned beer')
('2544', 'vinegar')
('2682', 'canned beer')
('2682', 'whole milk')
('2889', 'yogurt')
('3575', 'bottled water')
('3797', 'cream')
('3985', 'bottled beer')
('4390', 'coffee')
('4390', 'soft cheese')
('1081', 'tropical fruit')
('1081', 'whole milk')
('1182', 'butter milk')
('1353', 'tropical fruit')
('1353', 'specialty bar')
('1573', 'oil')
('1762', 'citrus fruit')
('1762', 'other vegetables')
('2105', 'tropical fruit')
('2105', 'shopping bags')
('2145', 'onions')
('2254', 'house keeping products')
('2447', 'chicken')
('2447', 'grapes')
('2447', 'pot plants')
('2447', 'curd cheese')
('2447', 'coffee')
('2447', 'napkins')
('2630', 'shopping bags')
('2630', 'soda')
('2870', 'specialty bar')
('3071', 'photo/film')
('3071', 'rolls/buns')
('3085', 'soda')
('3101', 'brown bread')
('3201', 'specialty chocolate')
('3201', 'artif. sweetener')
('3309', 'other vegetables')
('3309', 'shopping bags')
('3379', 'oil')
('3379', 'bottled water')
('3915', 'bottled beer')
('3954', 'beef')
('3954', 'frozen fish')
('4043', 'frankfurter')
('4326', 'beef')
('4326', 'whole milk')
('4417', 'ham')
('4417', 'tropical fruit')
('4417', 'sparkling wine')
('4544', 'soda')
('4544', 'root vegetables')
('4603', 'root vegetables')
('4603', 'shopping bags')
('4993', 'chocolate')
('4993', 'brown bread')
('1371', 'frozen vegetables')
('1562', 'beef')
('1814', 'root vegetables')
('2065', 'pip fruit')
('2065', 'coffee')
('2081', 'tropical fruit')
('2081', 'citrus fruit')
('2081', 'spices')
('2081', 'UHT-milk')
('2249', 'tropical fruit')
('2874', 'soda')
('2932', 'root vegetables')
('2932', 'bottled beer')
('2932', 'butter')
('3002', 'whole milk')
('3657', 'soda')
('3657', 'processed cheese')
('3701', 'white bread')
('3701', 'specialty chocolate')
('3701', 'pot plants')
('3704', 'mustard')
('3754', 'whole milk')
('3754', 'hamburger meat')
('3754', 'roll products ')
('3793', 'canned beer')
('3868', 'tropical fruit')
('3868', 'citrus fruit')
('4178', 'frankfurter')
('4178', 'fruit/vegetable juice')
('4178', 'baking powder')
('4537', 'rolls/buns')
('1737', 'citrus fruit')
('1737', 'whole milk')
('1737', 'rolls/buns')
('1737', 'liquor')
('1737', 'tropical fruit')
('1760', 'sugar')
('1917', 'pork')
('1917', 'yogurt')
('2074', 'oil')
('2074', 'chicken')
('2184', 'frankfurter')
('2595', 'sausage')
('2595', 'pastry')
('2595', 'yogurt')
('2595', 'dessert')
('2764', 'margarine')
('3051', 'whole milk')
('3741', 'whipped/sour cream')
('3791', 'chocolate')
('3791', 'whole milk')
('4414', 'soda')
('4496', 'turkey')
('1160', 'shopping bags')
('1239', 'whole milk')
('1324', 'condensed milk')
('1730', 'whole milk')
('2698', 'beef')
('3245', 'white wine')
('3245', 'pip fruit')
('3575', 'chocolate marshmallow')
('3651', 'meat')
('3651', 'grapes')
('3651', 'oil')
('3703', 'whole milk')
('4296', 'frankfurter')
('4296', 'fruit/vegetable juice')
('4308', 'citrus fruit')
('4677', 'butter')
('4677', 'whole milk')
('4743', 'sausage')
('4743', 'pastry')
('4999', 'tropical fruit')
('4999', 'kitchen towels')
('1858', 'pastry')
('1858', 'butter milk')
('1858', 'hygiene articles')
('1897', 'root vegetables')
('1903', 'other vegetables')
('1903', 'ketchup')
('2096', 'soda')
('2102', 'fruit/vegetable juice')
('2578', 'bottled water')
('3209', 'newspapers')
('3303', 'citrus fruit')
('3303', 'butter')
('3303', 'whole milk')
('3363', 'detergent')
('3537', 'yogurt')
('3894', 'root vegetables')
('4573', 'curd')
('4694', 'citrus fruit')
('4694', 'brown bread')
('4781', 'sausage')
('4781', 'candles')
('4826', 'tropical fruit')
('4826', 'flour')
('4916', 'newspapers')
('4966', 'curd')
('1174', 'whipped/sour cream')
('1449', 'margarine')
('1584', 'dessert')
('1804', 'whole milk')
('1804', 'cream cheese ')
('2321', 'whipped/sour cream')
('2321', 'other vegetables')
('2604', 'white bread')
('2606', 'chicken')
('3072', 'whole milk')
('3072', 'citrus fruit')
('3228', 'chicken')
('3228', 'sausage')
('3228', 'butter milk')
('3236', 'herbs')
('3412', 'canned beer')
('3412', 'other vegetables')
('3430', 'packaged fruit/vegetables')
('3640', 'pip fruit')
('3640', 'white wine')
('3732', 'other vegetables')
('3963', 'sausage')
('4155', 'citrus fruit')
('4155', 'soda')
('4155', 'herbs')
('4886', 'liver loaf')
('1143', 'spread cheese')
('1230', 'butter milk')
('1231', 'onions')
('2100', 'dessert')
('2347', 'soda')
('2347', 'red/blush wine')
('2599', 'sausage')
('2599', 'salty snack')
('2745', 'butter')
('2749', 'onions')
('2767', 'root vegetables')
('2767', 'other vegetables')
('2840', 'photo/film')
('2840', 'cat food')
('2958', 'tropical fruit')
('2971', 'hamburger meat')
('3354', 'sausage')
('3354', 'salty snack')
('3803', 'tropical fruit')
('3923', 'frankfurter')
('4099', 'misc. beverages')
('4415', 'coffee')
('4656', 'white wine')
('4783', 'sausage')
('4783', 'yogurt')
('4807', 'beef')
('4807', 'UHT-milk')
('4807', 'misc. beverages')
('4827', 'bottled water')
('4827', 'pickled vegetables')
('4918', 'rolls/buns')
('4918', 'spices')
('1144', 'soda')
('1144', 'whipped/sour cream')
('1287', 'frankfurter')
('1287', 'pip fruit')
('1295', 'sausage')
('1295', 'bottled water')
('1516', 'brown bread')
('2165', 'soda')
('2165', 'other vegetables')
('2244', 'soda')
('2517', 'root vegetables')
('2912', 'soda')
('2975', 'pasta')
('3284', 'tropical fruit')
('3284', 'rolls/buns')
('3298', 'canned beer')
('3298', 'herbs')
('3846', 'bottled water')
('3846', 'domestic eggs')
('3973', 'root vegetables')
('3973', 'butter')
('3982', 'soda')
('3982', 'liquor (appetizer)')
('4051', 'napkins')
('4345', 'pip fruit')
('4826', 'ham')
('1075', 'rolls/buns')
('1116', 'newspapers')
('1116', 'hard cheese')
('1492', 'hard cheese')
('1872', 'misc. beverages')
('1872', 'whole milk')
('2544', 'berries')
('2810', 'butter')
('3486', 'hamburger meat')
('4073', 'dessert')
('4175', 'rolls/buns')
('4175', 'other vegetables')
('4205', 'citrus fruit')
('4205', 'whipped/sour cream')
('4224', 'brown bread')
('4942', 'bottled water')
('1918', 'beef')
('2267', 'frozen vegetables')
('2386', 'chicken')
('2386', 'frozen dessert')
('2513', 'chicken')
('2989', 'pet care')
('2989', 'herbs')
('2989', 'soda')
('2989', 'cat food')
('3079', 'pet care')
('3079', 'chocolate')
('3195', 'canned beer')
('3904', 'citrus fruit')
('3904', 'whipped/sour cream')
('4101', 'chicken')
('4550', 'detergent')
('4647', 'meat')
('4647', 'fruit/vegetable juice')
('1123', 'frozen vegetables')
('1198', 'other vegetables')
('1273', 'pork')
('1273', 'pastry')
('1593', 'other vegetables')
('1957', 'processed cheese')
('2229', 'pet care')
('2243', 'herbs')
('2243', 'soda')
('2272', 'misc. beverages')
('2272', 'bottled beer')
('2352', 'dessert')
('2566', 'whole milk')
('2566', 'specialty cheese')
('2723', 'dishes')
('3111', 'chocolate')
('3111', 'rolls/buns')
('3111', 'other vegetables')
('3193', 'other vegetables')
('3193', 'tropical fruit')
('3193', 'whipped/sour cream')
('3215', 'tropical fruit')
('3332', 'frozen dessert')
('3332', 'oil')
('3500', 'brown bread')
('3646', 'pip fruit')
('3713', 'ice cream')
('4427', 'zwieback')
('4427', 'white bread')
('4640', 'domestic eggs')
('4640', 'waffles')
('4640', 'coffee')
('4838', 'frankfurter')
('1206', 'cat food')
('2051', 'domestic eggs')
('2051', 'cocoa drinks')
('2271', 'rolls/buns')
('2271', 'mayonnaise')
('2384', 'chicken')
('3064', 'pork')
('3086', 'pip fruit')
('3086', 'pork')
('3510', 'whole milk')
('3682', 'citrus fruit')
('3754', 'margarine')
('4147', 'white wine')
('4147', 'newspapers')
('1329', 'sausage')
('1329', 'detergent')
('1329', 'yogurt')
('2356', 'hamburger meat')
('2356', 'butter')
('2656', 'hamburger meat')
('2747', 'pickled vegetables')
('3287', 'rolls/buns')
('3437', 'sausage')
('3437', 'berries')
('3493', 'pip fruit')
('1245', 'dessert')
('1245', 'condensed milk')
('1277', 'frankfurter')
('1390', 'pastry')
('1390', 'waffles')
('1390', 'dental care')
('1390', 'frozen vegetables')
('1598', 'white bread')
('1598', 'sliced cheese')
('1776', 'whole milk')
('1924', 'brandy')
('1924', 'dessert')
('2172', 'citrus fruit')
('2172', 'sugar')
('2632', 'sausage')
('2632', 'long life bakery product')
('2653', 'whipped/sour cream')
('2653', 'other vegetables')
('2736', 'whole milk')
('2736', 'sugar')
('2736', 'processed cheese')
('3185', 'sausage')
('3185', 'pastry')
('3296', 'whole milk')
('3296', 'root vegetables')
('4294', 'bottled beer')
('4362', 'sugar')
('4843', 'dishes')
('4936', 'sausage')
('1038', 'pip fruit')
('1041', 'yogurt')
('1356', 'soft cheese')
('1674', 'zwieback')
('2186', 'canned beer')
('2732', 'other vegetables')
('3478', 'canned beer')
('3478', 'rolls/buns')
('3759', 'chocolate')
('3856', 'whole milk')
('3881', 'chicken')
('3881', 'frankfurter')
('3881', 'domestic eggs')
('4462', 'rolls/buns')
('4760', 'rolls/buns')
('4760', 'butter')
('4760', 'tropical fruit')
('4760', 'root vegetables')
('4760', 'semi-finished bread')
('4935', 'Instant food products')
('1467', 'tropical fruit')
('1800', 'root vegetables')
('1800', 'rolls/buns')
('1800', 'whipped/sour cream')
('1827', 'frankfurter')
('1929', 'chicken')
('2055', 'beverages')
('2117', 'pasta')
('2117', 'brown bread')
('2117', 'beef')
('2117', 'citrus fruit')
('2117', 'whipped/sour cream')
('2117', 'specialty cheese')
('2315', 'other vegetables')
('2681', 'fruit/vegetable juice')
('2754', 'liver loaf')
('2754', 'pip fruit')
('2754', 'fruit/vegetable juice')
('3122', 'chicken')
('3130', 'sausage')
('3130', 'bottled water')
('3168', 'soda')
('3168', 'flour')
('3289', 'frankfurter')
('3311', 'frozen vegetables')
('3586', 'beverages')
('3586', 'bottled water')
('4202', 'yogurt')
('4280', 'frozen meals')
('4314', 'rolls/buns')
('4326', 'tropical fruit')
('4326', 'sweet spreads')
('4524', 'spread cheese')
('4841', 'whole milk')
('4841', 'rolls/buns')
('4868', 'onions')
('4868', 'long life bakery product')
('1028', 'flower (seeds)')
('1911', 'root vegetables')
('1911', 'shopping bags')
('1972', 'pork')
('1972', 'fruit/vegetable juice')
('2404', 'cocoa drinks')
('2426', 'hamburger meat')
('2587', 'soda')
('2587', 'UHT-milk')
('2976', 'dessert')
('2997', 'canned beer')
('2997', 'soda')
('3423', 'sausage')
('3423', 'flower (seeds)')
('3526', 'coffee')
('3579', 'rolls/buns')
('3648', 'meat')
('1239', 'whipped/sour cream')
('1409', 'shopping bags')
('1409', 'snack products')
('1931', 'sliced cheese')
('1931', 'oil')
('1939', 'tropical fruit')
('2069', 'chicken')
('2069', 'fruit/vegetable juice')
('2218', 'frozen dessert')
('2263', 'frankfurter')
('2891', 'liver loaf')
('2891', 'white bread')
('2891', 'domestic eggs')
('3169', 'berries')
('3169', 'white bread')
('3352', 'rolls/buns')
('3559', 'shopping bags')
('3793', 'ham')
('3793', 'rolls/buns')
('3935', 'sausage')
('3935', 'berries')
('4006', 'canned beer')
('4006', 'shopping bags')
('4154', 'root vegetables')
('4154', 'soda')
('4644', 'misc. beverages')
('4644', 'other vegetables')
('4644', 'brown bread')
('1256', 'sausage')
('1865', 'pip fruit')
('1865', 'white bread')
('1992', 'white bread')
('2171', 'curd')
('2275', 'pet care')
('2728', 'butter milk')
('3291', 'tropical fruit')
('3291', 'semi-finished bread')
('3401', 'bottled beer')
