('Member_number', 'itemDescription')
('4470', 'canned beer')
('4470', 'whole milk')
('4470', 'cream cheese ')
('4555', 'specialty chocolate')
('4555', 'pip fruit')
('4678', 'bottled beer')
('4678', 'cling film/bags')
('4678', 'soda')
('4678', 'shopping bags')
('1014', 'canned beer')
('1014', 'cookware')
('1047', 'curd')
('1183', 'sausage')
('1183', 'domestic eggs')
('1575', 'yogurt')
('1749', 'specialty cheese')
('1992', 'beef')
('2018', 'canned beer')
('2018', 'soda')
('2455', 'sausage')
('2953', 'packaged fruit/vegetables')
('2953', 'frozen fruits')
('3079', 'chicken')
('3429', 'shopping bags')
('3429', 'curd')
('3762', 'dessert')
('3762', 'frozen meals')
('3794', 'citrus fruit')
('3794', 'other vegetables')
('4157', 'hamburger meat')
('4157', 'root vegetables')
('4157', 'other vegetables')
('4157', 'whole milk')
('4221', 'sausage')
('1119', 'grapes')
('1624', 'rolls/buns')
('1624', 'whole milk')
('1695', 'meat')
('1808', 'long life bakery product')
('2073', 'sausage')
('2176', 'whipped/sour cream')
('2270', 'dish cleaner')
('2270', 'bottled water')
('2370', 'meat')
('2370', 'cleaner')
('2467', 'hard cheese')
('3757', 'mustard')
('4328', 'pork')
('4328', 'salty snack')
('4328', 'abrasive cleaner')
('4809', 'whole milk')
('1216', 'onions')
('1416', 'sausage')
('1416', 'yogurt')
('1416', 'pastry')
('1443', 'frankfurter')
('1619', 'beef')
('1619', 'jam')
('2022', 'herbs')
('2022', 'sugar')
('2129', 'sausage')
('2129', 'yogurt')
('2138', 'root vegetables')
('2138', 'shopping bags')
('3035', 'citrus fruit')
('3035', 'rolls/buns')
('3400', 'bottled beer')
('3400', 'dishes')
('3400', 'whole milk')
('3400', 'brown bread')
('3400', 'soda')
('3405', 'cookware')
('3685', 'dessert')
('4464', 'sugar')
('4700', 'ketchup')
('4700', 'soda')
('4819', 'pastry')
('4819', 'meat')
('1242', 'citrus fruit')
('1242', 'other vegetables')
('1336', 'citrus fruit')
('1611', 'bottled beer')
('1611', 'other vegetables')
('1893', 'hamburger meat')
('2261', 'root vegetables')
('2523', 'bottled water')
('2523', 'yogurt')
('2678', 'chocolate')
('2678', 'whipped/sour cream')
('3086', 'shopping bags')
('3432', 'rolls/buns')
('3443', 'tropical fruit')
('3443', 'curd')
('3544', 'canned beer')
('3544', 'chocolate')
('3942', 'soups')
('4190', 'citrus fruit')
('4228', 'white bread')
('4300', 'oil')
('4731', 'yogurt')
('4731', 'napkins')
('4731', 'sliced cheese')
('4785', 'tropical fruit')
('4785', 'cling film/bags')
('1050', 'whole milk')
('1273', 'whole milk')
('1636', 'whole milk')
('2489', 'whole milk')
('2489', 'herbs')
('3180', 'zwieback')
('3327', 'dishes')
('3499', 'UHT-milk')
('3664', 'canned beer')
('3664', 'brown bread')
('3664', 'soda')
('3937', 'sparkling wine')
('3937', 'butter')
('4008', 'herbs')
('4378', 'frankfurter')
('4412', 'sausage')
('4805', 'whole milk')
('4805', 'rolls/buns')
('4931', 'whole milk')
('4931', 'citrus fruit')
('4931', 'butter')
('4954', 'whole milk')
('1275', 'curd')
('1914', 'rolls/buns')
('1914', 'root vegetables')
('2058', 'soda')
('2389', 'yogurt')
('2477', 'UHT-milk')
('3104', 'citrus fruit')
('3719', 'beverages')
('4180', 'other vegetables')
('4180', 'whole milk')
('4180', 'semi-finished bread')
('4245', 'whipped/sour cream')
('1327', 'bottled beer')
('1715', 'ham')
('1715', 'shopping bags')
('1818', 'butter')
('2517', 'pip fruit')
('2592', 'canned beer')
('2695', 'tropical fruit')
('2695', 'hamburger meat')
('2913', 'chocolate marshmallow')
('3052', 'citrus fruit')
('3236', 'berries')
('3236', 'condensed milk')
('3494', 'fruit/vegetable juice')
('3651', 'misc. beverages')
('3675', 'meat')
('3721', 'photo/film')
('3721', 'soda')
('3853', 'tropical fruit')
('3853', 'liquor (appetizer)')
('4030', 'tropical fruit')
('4030', 'canned beer')
('4743', 'whole milk')
('4797', 'root vegetables')
('4822', 'pip fruit')
('4822', 'pastry')
('1049', 'white bread')
('1432', 'other vegetables')
('1574', 'specialty chocolate')
('1574', 'pork')
('1602', 'whole milk')
('1863', 'pork')
('1863', 'butter milk')
('1894', 'hamburger meat')
('1894', 'frozen potato products')
('1894', 'whole milk')
('1894', 'citrus fruit')
('1894', 'semi-finished bread')
('1934', 'yogurt')
('1965', 'hamburger meat')
('1965', 'other vegetables')
('2220', 'soda')
('2220', 'bottled beer')
('2271', 'bottled water')
('2785', 'shopping bags')
('2785', 'whole milk')
('3790', 'pastry')
('3790', 'dish cleaner')
('4077', 'pip fruit')
('4199', 'candles')
('4249', 'frankfurter')
('4249', 'bottled water')
('4293', 'cream cheese ')
('4567', 'frankfurter')
('4801', 'butter milk')
('4801', 'beverages')
('4813', 'citrus fruit')
('1160', 'chewing gum')
('1344', 'bottled water')
('1430', 'yogurt')
('1768', 'root vegetables')
('2030', 'salty snack')
('2092', 'tropical fruit')
('2092', 'pasta')
('2092', 'rolls/buns')
('2092', 'brown bread')
('2580', 'yogurt')
('3098', 'sausage')
('3098', 'bottled water')
('3635', 'chocolate marshmallow')
('3635', 'yogurt')
('3758', 'photo/film')
('3798', 'curd')
('3798', 'whipped/sour cream')
('3843', 'sausage')
('3843', 'grapes')
('4138', 'yogurt')
('4138', 'detergent')
('4504', 'root vegetables')
('4504', 'citrus fruit')
('4718', 'bottled water')
('4718', 'salty snack')
('1054', 'frankfurter')
('1090', 'beef')
('1410', 'citrus fruit')
('1410', 'liquor')
('1422', 'brown bread')
('1490', 'whole milk')
('1696', 'tropical fruit')
('2250', 'chicken')
('2250', 'hard cheese')
('2250', 'soft cheese')
('2262', 'hygiene articles')
('2262', 'brandy')
('2386', 'soda')
('2386', 'curd')
('2397', 'newspapers')
('2461', 'tropical fruit')
('2461', 'whole milk')
('3470', 'soda')
('3470', 'sweet spreads')
('3470', 'bottled beer')
('3470', 'pasta')
('3481', 'whole milk')
('3567', 'tropical fruit')
('3728', 'berries')
('3916', 'whole milk')
('3916', 'citrus fruit')
('3945', 'seasonal products')
('4089', 'sausage')
('4109', 'canned beer')
('4853', 'frankfurter')
('4988', 'beverages')
('4988', 'specialty chocolate')
('1195', 'liquor')
('1509', 'UHT-milk')
('1509', 'root vegetables')
('1509', 'semi-finished bread')
('1509', 'frozen potato products')
('1604', 'pip fruit')
('2262', 'soups')
('2262', 'bottled water')
('2289', 'tropical fruit')
('2690', 'cream cheese ')
('2690', 'sugar')
('2691', 'bags')
('2691', 'other vegetables')
('2865', 'soda')
('3014', 'ham')
('3014', 'margarine')
('3014', 'whipped/sour cream')
('3090', 'turkey')
('3090', 'root vegetables')
('3167', 'hygiene articles')
('3196', 'pip fruit')
('3589', 'whole milk')
('3857', 'light bulbs')
('4017', 'bottled beer')
('4017', 'butter')
('4025', 'citrus fruit')
('4025', 'soda')
('4025', 'shopping bags')
('4513', 'frozen fruits')
('4577', 'domestic eggs')
('4685', 'root vegetables')
('4793', 'sausage')
('4946', 'roll products ')
('1150', 'other vegetables')
('1242', 'dog food')
('1242', 'bottled beer')
('1245', 'turkey')
('1793', 'berries')
('2076', 'margarine')
('2286', 'citrus fruit')
('2286', 'other vegetables')
('2476', 'ketchup')
('2476', 'whole milk')
('2868', 'yogurt')
('2910', 'whole milk')
('2910', 'cat food')
('2910', 'canned beer')
('3102', 'meat')
('4240', 'dessert')
('4249', 'sausage')
('4478', 'bottled water')
('4864', 'pip fruit')
('1165', 'pork')
('1165', 'packaged fruit/vegetables')
('1226', 'hard cheese')
('1226', 'pastry')
('1252', 'turkey')
('1252', 'whole milk')
('1252', 'soda')
('1252', 'dishes')
('1349', 'bottled water')
('1349', 'domestic eggs')
('2665', 'detergent')
('3339', 'meat')
('3353', 'sausage')
('3353', 'baking powder')
('3405', 'beef')
('3405', 'ice cream')
('3405', 'rolls/buns')
('3405', 'UHT-milk')
('3629', 'chicken')
('4177', 'frankfurter')
('4177', 'grapes')
('4357', 'canned beer')
('4389', 'whole milk')
('4809', 'curd')
('1001', 'beef')
('1240', 'whole milk')
('1240', 'rolls/buns')
('1240', 'other vegetables')
('1240', 'frozen fish')
('2336', 'chewing gum')
('2344', 'pip fruit')
('2344', 'onions')
('2344', 'meat')
('2344', 'bottled water')
('2760', 'soda')
('2977', 'chicken')
('2977', 'popcorn')
('3280', 'tropical fruit')
('3755', 'root vegetables')
('3811', 'red/blush wine')
('3811', 'rolls/buns')
('4352', 'soda')
('4633', 'bottled water')
('4633', 'yogurt')
('4708', 'meat')
('1148', 'whole milk')
('1148', 'shopping bags')
('1148', 'dog food')
('1398', 'sausage')
('1398', 'cake bar')
('1666', 'sausage')
('1666', 'long life bakery product')
('1776', 'bottled water')
('2131', 'beef')
('2378', 'whipped/sour cream')
('2378', 'soda')
('2502', 'soda')
('2502', 'salt')
('2502', 'sauces')
('2502', 'curd')
('2502', 'sugar')
('2502', 'margarine')
('3328', 'ham')
('3598', 'pork')
('3604', 'frozen fish')
('3752', 'sweet spreads')
('3752', 'whole milk')
('3752', 'root vegetables')
('4152', 'whole milk')
('1062', 'long life bakery product')
('1502', 'butter milk')
('1502', 'sausage')
('1502', 'yogurt')
('1800', 'chicken')
('1800', 'bottled water')
('1800', 'hygiene articles')
('2139', 'frankfurter')
('2139', 'yogurt')
('2139', 'frozen vegetables')
('2179', 'dessert')
('2179', 'coffee')
('2212', 'pastry')
('2325', 'pip fruit')
('2377', 'frankfurter')
('2377', 'mustard')
('3430', 'candy')
('3947', 'packaged fruit/vegetables')
('3977', 'whole milk')
('4268', 'white bread')
('4902', 'UHT-milk')
('4902', 'whole milk')
('1379', 'cream cheese ')
('1847', 'dessert')
('2089', 'canned beer')
('2089', 'UHT-milk')
('2089', 'brown bread')
('2219', 'beverages')
('2393', 'onions')
('2393', 'grapes')
('2393', 'salty snack')
('2393', 'frozen dessert')
('2999', 'beef')
('2999', 'canned beer')
('4411', 'meat')
('4411', 'pip fruit')
('4411', 'beverages')
('4505', 'dishes')
('4940', 'coffee')
('1497', 'sausage')
('1497', 'coffee')
('1547', 'pickled vegetables')
('1743', 'cream cheese ')
('1767', 'rolls/buns')
('1904', 'whole milk')
('1930', 'mayonnaise')
('2467', 'light bulbs')
('2467', 'yogurt')
('2699', 'other vegetables')
('2699', 'whole milk')
('2805', 'coffee')
('2805', 'packaged fruit/vegetables')
('2805', 'bottled water')
('2805', 'pastry')
('3268', 'dessert')
('4078', 'berries')
('4147', 'canned beer')
('4147', 'flour')
('4320', 'sausage')
('4320', 'onions')
('4541', 'coffee')
('4541', 'hygiene articles')
('4541', 'yogurt')
('4661', 'chicken')
('4661', 'flower (seeds)')
('4661', 'onions')
('4878', 'citrus fruit')
('4878', 'whole milk')
('1178', 'other vegetables')
('1178', 'ice cream')
('1178', 'salt')
('1254', 'specialty bar')
('1466', 'beef')
('1752', 'butter milk')
('2037', 'grapes')
('2037', 'pastry')
('2344', 'oil')
('2719', 'berries')
('2719', 'coffee')
('3138', 'brown bread')
('3999', 'yogurt')
('3999', 'sausage')
('3999', 'onions')
('4004', 'citrus fruit')
('4160', 'turkey')
('4160', 'root vegetables')
('4498', 'other vegetables')
('4498', 'chocolate')
('4610', 'pip fruit')
('1152', 'frozen meals')
('1380', 'cake bar')
('1527', 'citrus fruit')
('1527', 'rolls/buns')
('1821', 'frozen vegetables')
('1890', 'berries')
('2005', 'soda')
('2018', 'curd')
('2051', 'whole milk')
('2051', 'brown bread')
('2209', 'rolls/buns')
('3128', 'butter')
('3128', 'specialty bar')
('3128', 'soda')
('3128', 'whipped/sour cream')
('3596', 'other vegetables')
('3596', 'citrus fruit')
('3596', 'canned beer')
('4408', 'pork')
('4710', 'cat food')
('4710', 'pasta')
('1768', 'rolls/buns')
('1768', 'butter')
('1768', 'herbs')
('2043', 'tropical fruit')
('2043', 'UHT-milk')
('2359', 'other vegetables')
('2359', 'rolls/buns')
('2449', 'yogurt')
('2643', 'whole milk')
('2745', 'berries')
('3025', 'citrus fruit')
('3025', 'bottled beer')
('3025', 'herbs')
('3139', 'onions')
('3500', 'frozen dessert')
('3500', 'bottled water')
('3500', 'domestic eggs')
('3515', 'pip fruit')
('3781', 'root vegetables')
('3866', 'bottled water')
('4016', 'pork')
('4016', 'yogurt')
('4052', 'bottled beer')
('4052', 'whole milk')
('4052', 'shopping bags')
('4907', 'citrus fruit')
('4907', 'whole milk')
('1033', 'tropical fruit')
('1033', 'soda')
('1709', 'root vegetables')
('2505', 'whole milk')
('2634', 'berries')
('2634', 'newspapers')
('2837', 'whole milk')
('3899', 'rolls/buns')
('3899', 'curd')
('3899', 'margarine')
('4258', 'beef')
('4258', 'whole milk')
('4285', 'roll products ')
('4524', 'whole milk')
('4524', 'ice cream')
('4524', 'soda')
('4524', 'spices')
('4890', 'rolls/buns')
('4890', 'other vegetables')
('4950', 'rolls/buns')
('4950', 'instant coffee')
('4950', 'UHT-milk')
('4950', 'margarine')
('1038', 'herbs')
('1832', 'berries')
('2512', 'ham')
('2592', 'sugar')
('2592', 'margarine')
('2769', 'bottled water')
('2769', 'frozen dessert')
('3380', 'pork')
('3882', 'whole milk')
('3882', 'other vegetables')
('3882', 'cling film/bags')
('4163', 'liquor')
('4293', 'other vegetables')
('4293', 'whole milk')
('4467', 'pork')
('4467', 'newspapers')
('4975', 'other vegetables')
('1035', 'rolls/buns')
('1290', 'frankfurter')
('1290', 'sausage')
('1290', 'yogurt')
('1290', 'frozen meals')
('1435', 'ham')
('1435', 'rolls/buns')
('1892', 'whole milk')
('1892', 'shopping bags')
('1892', 'canned beer')
('1945', 'canned beer')
('2128', 'frozen meals')
('2499', 'frozen vegetables')
('3215', 'frankfurter')
('3347', 'whole milk')
('3347', 'margarine')
('3690', 'ice cream')
('3690', 'citrus fruit')
('3690', 'other vegetables')
('3690', 'rolls/buns')
('4022', 'chicken')
('4693', 'canned beer')
('4693', 'whipped/sour cream')
('4979', 'rolls/buns')
('4979', 'soda')
('1081', 'coffee')
('1081', 'butter milk')
('1143', 'whole milk')
('1143', 'sugar')
('1372', 'white bread')
('1372', 'fruit/vegetable juice')
('1483', 'brown bread')
('1483', 'soda')
('2584', 'soap')
('2761', 'citrus fruit')
('2761', 'rolls/buns')
('3322', 'ham')
('3322', 'citrus fruit')
('3558', 'soft cheese')
('3752', 'canned beer')
('3937', 'citrus fruit')
('4078', 'frankfurter')
('4078', 'specialty chocolate')
('4268', 'dessert')
('4728', 'beef')
('4728', 'margarine')
('1114', 'chicken')
('1186', 'other vegetables')
('1186', 'whole milk')
('1186', 'canned fruit')
('2890', 'fish')
('2920', 'whole milk')
('2962', 'long life bakery product')
('3375', 'frankfurter')
('3429', 'seasonal products')
('3429', 'rolls/buns')
('3523', 'newspapers')
('3523', 'salty snack')
('4306', 'domestic eggs')
('4306', 'detergent')
('4315', 'citrus fruit')
('4315', 'soda')
('4315', 'butter')
('4315', 'bottled beer')
('4327', 'citrus fruit')
('4327', 'jam')
('4459', 'frozen meals')
('4524', 'citrus fruit')
('4633', 'pickled vegetables')
('4778', 'sausage')
('4778', 'oil')
('4984', 'yogurt')
('1197', 'yogurt')
('2165', 'chicken')
('2165', 'coffee')
('2980', 'butter milk')
('3144', 'tropical fruit')
('3144', 'rolls/buns')
('3450', 'meat')
('3450', 'salty snack')
('3458', 'citrus fruit')
('3458', 'butter')
('3701', 'mayonnaise')
('3701', 'decalcifier')
('3735', 'berries')
('4112', 'ice cream')
('4112', 'soda')
('4112', 'rolls/buns')
('4336', 'whole milk')
('4336', 'whipped/sour cream')
('4608', 'ketchup')
('4873', 'hard cheese')
('1276', 'sausage')
('1542', 'curd')
('1643', 'yogurt')
('1855', 'chicken')
('1855', 'frozen vegetables')
('2225', 'brown bread')
('2757', 'beef')
('2947', 'ham')
('2947', 'tropical fruit')
('2947', 'bottled beer')
('3153', 'cake bar')
('3153', 'pastry')
('3153', 'baking powder')
('3153', 'yogurt')
('3298', 'sausage')
('3427', 'curd')
('3427', 'other vegetables')
('3659', 'whole milk')
('3794', 'soda')
('3929', 'root vegetables')
('4334', 'candy')
('4788', 'butter milk')
('4788', 'yogurt')
('4852', 'soda')
('1126', 'long life bakery product')
('1135', 'whole milk')
('1135', 'other vegetables')
('1331', 'sausage')
('1407', 'frankfurter')
('1407', 'fruit/vegetable juice')
('1407', 'bottled water')
('1407', 'detergent')
('1407', 'male cosmetics')
('1654', 'rolls/buns')
('1654', 'frozen potato products')
('2415', 'coffee')
('2415', 'softener')
('2565', 'pip fruit')
('2565', 'butter milk')
('2565', 'waffles')
('2589', 'fruit/vegetable juice')
('2600', 'fruit/vegetable juice')
('2670', 'yogurt')
('2670', 'berries')
('2670', 'onions')
('2670', 'pip fruit')
('2745', 'meat')
('2745', 'coffee')
('2869', 'yogurt')
('3255', 'soda')
('3255', 'other vegetables')
('3255', 'ice cream')
('3763', 'coffee')
('4240', 'yogurt')
('4240', 'chicken')
('4314', 'finished products')
('4375', 'tropical fruit')
('4375', 'soda')
('4375', 'canned beer')
('1323', 'soups')
('1332', 'whole milk')
('1566', 'grapes')
('1923', 'canned beer')
('1923', 'other vegetables')
('1945', 'chocolate')
('1945', 'whole milk')
('1945', 'hamburger meat')
('1945', 'other vegetables')
('2073', 'canned fish')
('2159', 'rolls/buns')
('2159', 'female sanitary products')
('2601', 'beef')
('2689', 'nuts/prunes')
('2689', 'root vegetables')
('2689', 'whole milk')
('2689', 'rolls/buns')
('2724', 'ice cream')
('2724', 'semi-finished bread')
('3088', 'canned beer')
('3088', 'chocolate')
('3164', 'pork')
('3326', 'rolls/buns')
('3327', 'soda')
('3327', 'brown bread')
('3445', 'soda')
('3445', 'tropical fruit')
('3472', 'frankfurter')
('3472', 'pastry')
('3677', 'canned fish')
('3704', 'chocolate')
('3878', 'photo/film')
('3878', 'butter')
('3878', 'liquor (appetizer)')
('3878', 'bottled beer')
